threads size iterations precision time
4 1024 1597388920 5.710296e-02 0.012
4 2048 1597388920 4.365166e-02 0.030
4 4096 1597388920 5.767009e-02 0.056
4 8192 1597388920 3.845557e-02 0.149
4 16384 1597388920 4.693313e-02 0.224
4 32768 1597388920 5.582216e-02 0.398
4 65536 1597388920 1.601957e-02 1.316
5 2 1597388920 1.000000e+00 0.000
5 4 1597388920 1.000000e+00 0.000
5 8 1597388920 3.287478e-02 0.000
5 16 1597388920 5.659867e-01 0.000
5 32 1597388920 1.163698e-01 0.000
5 64 1597388920 6.241991e-01 0.000
5 128 1597388920 2.255488e-02 0.001
5 256 1597388920 1.885797e-01 0.002
5 512 1597388920 2.140041e-01 0.002
5 1024 1597388920 2.542195e-02 0.013
5 2048 1597388920 8.203781e-03 0.037
5 4096 1597388920 3.170933e-02 0.052
5 8192 1597388920 4.709958e-03 0.135
5 16384 1597388920 1.981221e-02 0.258
5 32768 1597388920 1.750881e-02 0.530
5 65536 1597388920 3.480112e-03 1.080
6 2 1597388920 4.975124e-01 0.000
6 4 1597388920 1.000000e+00 0.000
6 8 1597388920 2.349944e-02 0.000
6 16 1597388920 1.135564e+00 0.000
6 32 1597388920 6.584143e-01 0.000
6 64 1597388920 1.641941e+00 0.000
6 128 1597388920 1.802327e-01 0.000
6 256 1597388920 3.551545e-01 0.001
6 512 1597388920 8.659183e-02 0.004
6 1024 1597388920 1.007499e-01 0.010
6 2048 1597388920 1.196786e-01 0.009
6 4096 1597388920 1.255963e-02 0.058
6 8192 1597388920 3.290230e-02 0.107
6 16384 1597388920 9.817649e-03 0.244
6 32768 1597388920 1.181593e-02 0.423
6 65536 1597388920 8.905279e-02 0.639
7 2 1597388920 1.000000e+00 0.000
7 4 1597388920 1.000000e+00 0.000
7 8 1597388920 1.000000e+00 0.000
7 16 1597388920 1.000000e+00 0.000
7 32 1597388920 1.801567e+00 0.000
7 64 1597388920 1.000000e+00 0.000
7 128 1597388920 8.326575e-01 0.000
7 256 1597388920 9.394991e-01 0.000
7 512 1597388920 1.472256e-02 0.004
7 1024 1597388920 1.029727e-01 0.007
7 2048 1597388920 9.563227e-02 0.020
7 4096 1597388920 2.760584e-03 0.064
7 8192 1597388920 2.240545e-02 0.119
7 16384 1597388920 1.824468e-01 0.133
7 32768 1597388920 1.175720e-01 0.319
7 65536 1597388920 1.637589e-01 0.606
8 2 1597388920 1.000000e+00 0.000
8 4 1597388920 1.000000e+00 0.000
8 8 1597388920 3.877917e-01 0.000
8 16 1597388920 2.202117e-01 0.000
8 32 1597388920 3.314321e+00 0.000
8 64 1597388920 1.163116e-01 0.000
8 128 1597388920 4.540267e-01 0.000
8 256 1597388920 2.983439e-01 0.001
8 512 1597388920 6.841851e-02 0.005
8 1024 1597388920 1.240306e-01 0.008
8 2048 1597388920 2.918840e-01 0.015
8 4096 1597388920 9.296567e-02 0.050
8 8192 1597388920 2.940509e-02 0.107
8 16384 1597388920 2.477194e-02 0.239
8 32768 1597388920 2.329241e-02 0.450
8 65536 1597388920 6.346368e-02 0.753
9 2 1597388920 4.975124e-01 0.000
9 4 1597388920 1.000000e+00 0.000
9 8 1597388920 1.000000e+00 0.000
9 16 1597388920 1.000000e+00 0.000
9 32 1597388920 7.314372e-01 0.000
9 64 1597388920 9.432108e-01 0.000
9 128 1597388920 5.479965e-01 0.000
9 256 1597388920 1.110156e-01 0.000
9 512 1597388920 2.496897e-01 0.007
9 1024 1597388920 5.364901e-01 0.005
9 2048 1597388920 2.722434e-01 0.018
9 4096 1597388920 4.521741e-01 0.050
9 8192 1597388920 4.061383e-03 0.163
9 16384 1597388920 8.453389e-02 0.188
9 32768 1597388920 1.380996e-01 0.323
9 65536 1597388920 1.037046e-01 0.759
10 2 1597388920 4.975124e-01 0.000
10 4 1597388920 1.000000e+00 0.000
10 8 1597388920 1.000000e+00 0.000
10 16 1597388920 1.000000e+00 0.000
10 32 1597388920 8.336756e-02 0.000
10 64 1597388920 3.788528e-01 0.000
10 128 1597388920 1.048533e+00 0.000
10 256 1597388920 4.721213e-01 0.000
10 512 1597388920 7.025052e-01 0.002
10 1024 1597388920 1.027195e+00 0.004
10 2048 1597388920 1.070780e+00 0.002
10 4096 1597388920 5.504451e-01 0.010
10 8192 1597388920 1.068344e+00 0.026
10 16384 1597388920 7.599828e-01 0.059
10 32768 1597388920 1.186289e-01 0.009
10 65536 1597388920 1.193107e+00 0.226
11 2 1597388920 0.000000e+00 0.000
11 4 1597388920 1.000000e+00 0.000
11 8 1597388920 1.000000e+00 0.000
11 16 1597388920 6.115378e-01 0.000
11 32 1597388920 9.947331e-01 0.000
11 64 1597388920 8.717515e-01 0.000
11 128 1597388920 8.270421e-01 0.000
11 256 1597388920 9.085651e-01 0.000
11 512 1597388920 4.667488e-01 0.003
11 1024 1597388920 1.870302e+00 0.003
11 2048 1597388920 4.904597e-01 0.013
11 4096 1597388920 4.042466e-01 0.033
11 8192 1597388920 3.495235e-01 0.046
11 16384 1597388920 3.123915e-01 0.142
11 32768 1597388920 8.717969e-01 0.199
11 65536 1597388920 1.188680e+00 0.598
12 2 1597388920 4.975124e-01 0.000
12 4 1597388920 7.462687e-01 0.000
12 8 1597388920 1.000000e+00 0.000
12 16 1597388920 1.000000e+00 0.000
12 32 1597388920 6.173209e-01 0.000
12 64 1597388920 1.000000e+00 0.000
12 128 1597388920 3.453632e-01 0.000
12 256 1597388920 5.338454e-01 0.001
12 512 1597388920 5.457943e-01 0.002
12 1024 1597388920 3.454387e-01 0.002
12 2048 1597388920 8.791682e-01 0.004
12 4096 1597388920 4.399591e-01 0.015
12 8192 1597388920 8.009196e-01 0.022
12 16384 1597388920 4.370103e-01 0.154
12 32768 1597388920 3.087084e-01 0.229
12 65536 1597388920 1.569196e-01 0.461
13 2 1597388920 1.116924e+00 0.000
13 4 1597388920 1.000000e+00 0.000
13 8 1597388920 1.000000e+00 0.000
13 16 1597388920 1.000000e+00 0.000
13 32 1597388920 1.000000e+00 0.000
13 64 1597388920 1.953843e+00 0.000
13 128 1597388920 4.551510e-02 0.000
13 256 1597388920 9.895275e-01 0.000
13 512 1597388920 4.985121e-01 0.001
13 1024 1597388920 3.590196e-01 0.005
13 2048 1597388920 6.998680e-01 0.003
13 4096 1597388920 2.001468e-01 0.029
13 8192 1597388920 1.486457e-01 0.076
13 16384 1597388920 2.778351e-01 0.235
13 32768 1597388920 3.667642e-01 0.341
13 65536 1597388920 1.203362e+00 1.070
14 2 1597388920 0.000000e+00 0.000
14 4 1597388920 1.000000e+00 0.000
14 8 1597388920 1.000000e+00 0.000
14 16 1597388920 1.000000e+00 0.000
14 32 1597388920 1.000000e+00 0.000
14 64 1597388920 1.000000e+00 0.000
14 128 1597388920 1.994643e-01 0.000
14 256 1597388920 3.899402e-01 0.001
14 512 1597388920 9.991509e-02 0.000
14 1024 1597388920 7.664231e-01 0.000
14 2048 1597388920 7.709728e-01 0.001
14 4096 1597388920 4.543108e-01 0.021
14 8192 1597388920 2.955340e-01 0.070
14 16384 1597388920 5.609182e-02 0.189
14 32768 1597388920 1.605977e-01 0.410
14 65536 1597388920 2.254115e-01 0.748
15 2 1597388920 0.000000e+00 0.000
15 4 1597388920 1.000000e+00 0.000
15 8 1597388920 1.000000e+00 0.000
15 16 1597388920 8.398736e-01 0.000
15 32 1597388920 6.727956e-01 0.000
15 64 1597388920 5.614320e-01 0.000
15 128 1597388920 6.642990e-01 0.000
15 256 1597388920 7.211383e-01 0.001
15 512 1597388920 4.711212e-01 0.001
15 1024 1597388920 4.798148e-01 0.001
15 2048 1597388920 3.187600e-02 0.017
15 4096 1597388920 3.747084e-02 0.001
15 8192 1597388920 8.995230e-02 0.096
15 16384 1597388920 1.555350e-01 0.154
15 32768 1597388920 5.489329e-01 0.118
15 65536 1597388920 1.636743e-01 0.738
16 2 1597388920 0.000000e+00 0.000
16 4 1597388920 1.000000e+00 0.000
16 8 1597388920 1.000000e+00 0.000
16 16 1597388920 1.000000e+00 0.000
16 32 1597388920 1.000000e+00 0.000
16 64 1597388920 2.302417e-01 0.000
16 128 1597388920 7.226934e-01 0.000
16 256 1597388920 8.041368e-01 0.000
16 512 1597388920 8.140617e-01 0.001
16 1024 1597388920 1.589139e+00 0.004
16 2048 1597388920 1.922511e-01 0.007
16 4096 1597388920 7.684743e-02 0.007
16 8192 1597388920 1.591198e+00 0.055
16 16384 1597388920 6.635542e-02 0.260
16 32768 1597388920 5.863960e-01 0.098
16 65536 1597388920 1.527143e-01 1.043
