threads size iterations precision time
5 1024 1373 9.975512e-04 0.015
5 2048 1379 9.991673e-04 0.023
5 4096 1382 9.996832e-04 0.036
5 8192 1384 9.973784e-04 0.063
5 16384 1385 9.962115e-04 0.114
5 32768 1385 9.981108e-04 0.218
5 65536 1385 9.990605e-04 0.422
6 2 10 9.290507e-04 0.000
6 4 32 8.637158e-04 0.000
6 8 101 9.516504e-04 0.001
6 16 303 9.866165e-04 0.002
6 32 702 9.940066e-04 0.005
6 64 1084 9.972884e-04 0.008
6 128 1264 9.987003e-04 0.009
6 256 1331 9.997889e-04 0.016
6 512 1360 9.968687e-04 0.012
6 1024 1373 9.975512e-04 0.015
6 2048 1379 9.991673e-04 0.023
6 4096 1382 9.996832e-04 0.035
6 8192 1384 9.973784e-04 0.055
6 16384 1385 9.962115e-04 0.097
6 32768 1385 9.981108e-04 0.185
6 65536 1385 9.990605e-04 0.357
7 2 10 9.290507e-04 0.000
7 4 32 8.637158e-04 0.000
7 8 101 9.516504e-04 0.001
7 16 303 9.866165e-04 0.003
7 32 702 9.940066e-04 0.005
7 64 1084 9.972884e-04 0.015
7 128 1264 9.987003e-04 0.010
7 256 1331 9.997889e-04 0.011
7 512 1360 9.968687e-04 0.034
7 1024 1373 9.975512e-04 0.014
7 2048 1379 9.991673e-04 0.021
7 4096 1382 9.996832e-04 0.029
7 8192 1384 9.973784e-04 0.051
7 16384 1385 9.962115e-04 0.086
7 32768 1385 9.981108e-04 0.159
7 65536 1385 9.990605e-04 0.309
8 2 10 9.290507e-04 0.000
8 4 32 8.637158e-04 0.000
8 8 101 9.516504e-04 0.001
8 16 303 9.866165e-04 0.003
8 32 702 9.940066e-04 0.006
8 64 1084 9.972884e-04 0.009
8 128 1264 9.987003e-04 0.010
8 256 1331 9.997889e-04 0.011
8 512 1360 9.968687e-04 0.013
8 1024 1373 9.975512e-04 0.018
8 2048 1379 9.991673e-04 0.020
8 4096 1382 9.996832e-04 0.030
8 8192 1384 9.973784e-04 0.047
8 16384 1385 9.962115e-04 0.077
8 32768 1385 9.981108e-04 0.141
8 65536 1385 9.990605e-04 0.269
9 2 10 9.290507e-04 0.000
9 4 32 8.637158e-04 0.000
9 8 101 9.516504e-04 0.001
9 16 303 9.866165e-04 0.003
9 32 702 9.940066e-04 0.006
9 64 1084 9.972884e-04 0.010
9 128 1264 9.987003e-04 0.011
9 256 1331 9.997889e-04 0.012
9 512 1360 9.968687e-04 0.035
9 1024 1373 9.975512e-04 0.015
9 2048 1379 9.991673e-04 0.019
9 4096 1382 9.996832e-04 0.028
9 8192 1384 9.973784e-04 0.044
9 16384 1385 9.962115e-04 0.072
9 32768 1385 9.981108e-04 0.130
9 65536 1385 9.990605e-04 0.245
10 2 10 9.290507e-04 0.000
10 4 32 8.637158e-04 0.001
10 8 101 9.516504e-04 0.001
10 16 303 9.866165e-04 0.003
10 32 702 9.940066e-04 0.006
10 64 1084 9.972884e-04 0.010
10 128 1264 9.987003e-04 0.012
10 256 1331 9.997889e-04 0.013
10 512 1360 9.968687e-04 0.015
10 1024 1373 9.975512e-04 0.028
10 2048 1379 9.991673e-04 0.040
10 4096 1382 9.996832e-04 0.026
10 8192 1384 9.973784e-04 0.039
10 16384 1385 9.962115e-04 0.068
10 32768 1385 9.981108e-04 0.118
10 65536 1385 9.990605e-04 0.223
11 2 10 9.290507e-04 0.000
11 4 32 8.637158e-04 0.001
11 8 101 9.516504e-04 0.001
11 16 303 9.866165e-04 0.003
11 32 702 9.940066e-04 0.013
11 64 1084 9.972884e-04 0.010
11 128 1264 9.987003e-04 0.015
11 256 1331 9.997889e-04 0.035
11 512 1360 9.968687e-04 0.014
11 1024 1373 9.975512e-04 0.015
11 2048 1379 9.991673e-04 0.020
11 4096 1382 9.996832e-04 0.048
11 8192 1384 9.973784e-04 0.038
11 16384 1385 9.962115e-04 0.062
11 32768 1385 9.981108e-04 0.108
11 65536 1385 9.990605e-04 0.204
12 2 10 9.290507e-04 0.000
12 4 32 8.637158e-04 0.001
12 8 101 9.516504e-04 0.001
12 16 303 9.866165e-04 0.003
12 32 702 9.940066e-04 0.007
12 64 1084 9.972884e-04 0.010
12 128 1264 9.987003e-04 0.046
12 256 1331 9.997889e-04 0.014
12 512 1360 9.968687e-04 0.045
12 1024 1373 9.975512e-04 0.017
12 2048 1379 9.991673e-04 0.020
12 4096 1382 9.996832e-04 0.025
12 8192 1384 9.973784e-04 0.095
12 16384 1385 9.962115e-04 0.059
12 32768 1385 9.981108e-04 0.102
12 65536 1385 9.990605e-04 0.189
13 2 10 9.290507e-04 0.000
13 4 32 8.637158e-04 0.001
13 8 101 9.516504e-04 0.001
13 16 303 9.866165e-04 0.004
13 32 702 9.940066e-04 0.007
13 64 1084 9.972884e-04 0.011
13 128 1264 9.987003e-04 0.014
13 256 1331 9.997889e-04 0.036
13 512 1360 9.968687e-04 0.016
13 1024 1373 9.975512e-04 0.078
13 2048 1379 9.991673e-04 0.020
13 4096 1382 9.996832e-04 0.026
13 8192 1384 9.973784e-04 0.036
13 16384 1385 9.962115e-04 0.078
13 32768 1385 9.981108e-04 0.117
13 65536 1385 9.990605e-04 0.176
14 2 10 9.290507e-04 0.000
14 4 32 8.637158e-04 0.001
14 8 101 9.516504e-04 0.001
14 16 303 9.866165e-04 0.026
14 32 702 9.940066e-04 0.008
14 64 1084 9.972884e-04 0.012
14 128 1264 9.987003e-04 0.043
14 256 1331 9.997889e-04 0.036
14 512 1360 9.968687e-04 0.017
14 1024 1373 9.975512e-04 0.018
14 2048 1379 9.991673e-04 0.094
14 4096 1382 9.996832e-04 0.025
14 8192 1384 9.973784e-04 0.055
14 16384 1385 9.962115e-04 0.077
14 32768 1385 9.981108e-04 0.091
14 65536 1385 9.990605e-04 0.171
15 2 10 9.290507e-04 0.000
15 4 32 8.637158e-04 0.001
15 8 101 9.516504e-04 0.002
15 16 303 9.866165e-04 0.092
15 32 702 9.940066e-04 0.009
15 64 1084 9.972884e-04 0.013
15 128 1264 9.987003e-04 0.015
15 256 1331 9.997889e-04 0.176
15 512 1360 9.968687e-04 0.017
15 1024 1373 9.975512e-04 0.091
15 2048 1379 9.991673e-04 0.021
15 4096 1382 9.996832e-04 0.026
15 8192 1384 9.973784e-04 0.070
15 16384 1385 9.962115e-04 0.186
15 32768 1385 9.981108e-04 0.109
15 65536 1385 9.990605e-04 0.156
16 2 10 9.290507e-04 0.087
16 4 32 8.637158e-04 0.072
16 8 101 9.516504e-04 0.006
16 16 303 9.866165e-04 0.100
16 32 702 9.940066e-04 0.111
16 64 1084 9.972884e-04 0.199
16 128 1264 9.987003e-04 0.159
16 256 1331 9.997889e-04 0.209
16 512 1360 9.968687e-04 0.135
16 1024 1373 9.975512e-04 0.040
16 2048 1379 9.991673e-04 0.044
16 4096 1382 9.996832e-04 0.111
16 8192 1384 9.973784e-04 0.056
16 16384 1385 9.962115e-04 0.073
16 32768 1385 9.981108e-04 0.193
16 65536 1385 9.990605e-04 0.168
