vectorsize sequential_time parallel_time
14401 0.04179 0.04323
14501 0.04291 0.04223
14601 0.04231 0.04227
14701 0.04341 0.04270
14801 0.04295 0.04288
14901 0.04364 0.04316
15001 0.04350 0.04374
15101 0.04376 0.04404
15201 0.04412 0.04411
15301 0.04478 0.04445
15401 0.04464 0.04474
15501 0.04538 0.04492
15601 0.04572 0.04520
15701 0.04554 0.04590
15801 0.04583 0.04580
15901 0.04607 0.04608
16001 0.04638 0.04699
16101 0.04681 0.04667
16201 0.04694 0.04713
16301 0.04789 0.04729
16401 0.04796 0.04763
16501 0.04805 0.04780
16601 0.04889 0.04819
16701 0.04876 0.04839
16801 0.04880 0.04931
16901 0.04945 0.04895
17001 0.04929 0.04968
17101 0.04968 0.04988
17201 0.05023 0.04988
17301 0.05023 0.05056
17401 0.05097 0.05039
17501 0.05077 0.05136
17601 0.05105 0.05130
17701 0.05137 0.05160
17801 0.05162 0.05178
17901 0.05213 0.05186
18001 0.05219 0.05279
18101 0.05277 0.05311
18201 0.05277 0.05315
18301 0.05306 0.05306
18401 0.05388 0.05335
18501 0.05364 0.05416
18601 0.05522 0.05401
18701 0.05444 0.05417
18801 0.05452 0.05445
18901 0.05481 0.05514
19001 0.05507 0.05503
19101 0.05585 0.05543
19201 0.05636 0.05578
19301 0.05609 0.05588
19401 0.05631 0.05674
19501 0.05758 0.05660
19601 0.05679 0.05695
19701 0.05771 0.05715
19801 0.05752 0.05764
19901 0.05840 0.05776
20001 0.05837 0.05792
20101 0.05834 0.05822
20201 0.05852 0.05872
20301 0.06010 0.05891
20401 0.05910 0.05939
20501 0.05937 0.05976
20601 0.06065 0.05979
20701 0.06000 0.06031
20801 0.06044 0.06067
20901 0.06111 0.06070
21001 0.06154 0.06088
21101 0.06176 0.06126
21201 0.06143 0.06172
21301 0.06216 0.06173
21401 0.06204 0.06236
21501 0.06232 0.06329
21601 0.06319 0.06259
21701 0.06317 0.06356
21801 0.06354 0.06315
21901 0.06356 0.06409
22001 0.06432 0.06374
22101 0.06488 0.06408
22201 0.06495 0.06436
22301 0.06562 0.06466
22401 0.06559 0.06503
22501 0.06522 0.06526
22601 0.06549 0.06633
22701 0.06637 0.06578
22801 0.06611 0.06602
22901 0.06641 0.06631
23001 0.06668 0.06663
23101 0.06707 0.06752
23201 0.06718 0.06819
23301 0.06767 0.06824
23401 0.06834 0.06777
23501 0.06964 0.06811
23601 0.06847 0.06838
23701 0.06885 0.06942
23801 0.07017 0.06906
23901 0.06979 0.06935
24001 0.07065 0.06976
24101 0.06998 0.06997
24201 0.07050 0.07041
24301 0.07065 0.07047
24401 0.07088 0.07079
24501 0.07097 0.07095
24601 0.07205 0.07141
24701 0.07166 0.07182
24801 0.07242 0.07185
24901 0.07224 0.07268
25001 0.07254 0.07295
25101 0.07278 0.07409
25201 0.07312 0.07347
25301 0.07426 0.07342
25401 0.07486 0.07376
25501 0.07395 0.07446
25601 0.07428 0.07431
25701 0.07601 0.07452
25801 0.07520 0.07479
25901 0.07512 0.07556
26001 0.07546 0.07687
26101 0.07615 0.07567
26201 0.07604 0.07623
26301 0.07632 0.07679
26401 0.07664 0.07663
26501 0.07682 0.07826
26601 0.07730 0.07716
26701 0.07756 0.07739
26801 0.07779 0.07860
26901 0.07816 0.07856
27001 0.08058 0.07849
27101 0.07881 0.07943
27201 0.07892 0.08018
27301 0.07931 0.07989
27401 0.08181 0.08101
27501 0.08013 0.08062
27601 0.08042 0.08090
27701 0.08376 0.08054
27801 0.08139 0.08073
27901 0.08193 0.08107
28001 0.08138 0.08229
28101 0.08160 0.08347
28201 0.08191 0.08282
28301 0.08271 0.08206
28401 0.08307 0.08242
28501 0.08360 0.08279
28601 0.08404 0.08316
28701 0.08342 0.08480
28801 0.08363 0.08421
28901 0.08465 0.08400
29001 0.08669 0.08433
29101 0.08457 0.08579
29201 0.08535 0.08485
29301 0.08519 0.08617
29401 0.08610 0.08540
29501 0.08611 0.08575
29601 0.08588 0.08659
29701 0.08673 0.08626
29801 0.08730 0.08648
29901 0.08680 0.08818
30001 0.08717 0.08717
30101 0.08747 0.08865
30201 0.08860 0.08767
30301 0.08869 0.08800
30401 0.08992 0.08832
30501 0.08853 0.08921
30601 0.08960 0.08893
30701 0.08999 0.08907
30801 0.08944 0.09059
30901 0.08969 0.09082
31001 0.09006 0.09037
31101 0.09027 0.09100
31201 0.09058 0.09153
31301 0.09153 0.09084
31401 0.09182 0.09129
31501 0.09223 0.09142
31601 0.09246 0.09175
31701 0.09349 0.09214
31801 0.09239 0.09316
31901 0.09267 0.09366
32001 0.09335 0.09286
32101 0.09322 0.09388
32201 0.09439 0.09346
32301 0.09377 0.09469
32401 0.09423 0.09406
32501 0.09440 0.09550
32601 0.09472 0.09619
32701 0.09604 0.09495
32801 0.09526 0.09613
32901 0.09558 0.09651
33001 0.09596 0.09674
33101 0.09623 0.09673
33201 0.09661 0.09794
33301 0.09670 0.09726
33401 0.09704 0.09786
33501 0.09735 0.09719
33601 0.09764 0.09884
33701 0.09809 0.09838
33801 0.09820 0.09894
33901 0.09850 0.09949
34001 0.09871 0.09937
34101 0.10018 0.09915
34201 0.10033 0.09936
34301 0.09978 0.10065
34401 0.10116 0.09977
34501 0.10014 0.10088
34601 0.10090 0.10039
34701 0.10077 0.10137
34801 0.10177 0.10105
34901 0.10147 0.10214
35001 0.10238 0.10154
35101 0.10204 0.10240
35201 0.10222 0.10231
35301 0.10243 0.10328
35401 0.10305 0.10278
35501 0.10322 0.10390
35601 0.10397 0.10340
35701 0.10370 0.10377
35801 0.10390 0.10442
35901 0.10415 0.10430
36001 0.10445 0.10513
36101 0.10543 0.10472
36201 0.10503 0.10580
36301 0.10534 0.10527
36401 0.10718 0.10577
36501 0.10602 0.10645
36601 0.10622 0.10726
36701 0.10756 0.10650
36801 0.10747 0.10690
36901 0.10838 0.10713
37001 0.10734 0.10858
37101 0.10770 0.10905
37201 0.10800 0.10928
37301 0.10839 0.10915
37401 0.10878 0.10918
37501 0.10944 0.10881
37601 0.10921 0.11040
37701 0.10952 0.11014
37801 0.10991 0.11079
37901 0.11010 0.11038
38001 0.11143 0.11038
38101 0.11072 0.11193
38201 0.11189 0.11099
38301 0.11234 0.11127
38401 0.11205 0.11158
38501 0.11191 0.11269
38601 0.11219 0.11288
38701 0.11234 0.11309
38801 0.11381 0.11275
38901 0.11420 0.11296
39001 0.11425 0.11322
39101 0.11365 0.11488
39201 0.11395 0.11387
39301 0.11547 0.11428
39401 0.11445 0.11466
39501 0.11482 0.11548
39601 0.11547 0.11503
39701 0.11533 0.11703
39801 0.11694 0.11573
39901 0.11605 0.11698
40001 0.11611 0.11615
40101 0.11646 0.11719
40201 0.11680 0.11765
40301 0.11827 0.11710
40401 0.11742 0.11858
40501 0.11771 0.11830
40601 0.11791 0.11990
40701 0.11819 0.11863
40801 0.11849 0.11898
40901 0.11896 0.11942
41001 0.11997 0.11906
41101 0.12005 0.11930
41201 0.12158 0.11983
41301 0.12003 0.12050
41401 0.12037 0.12189
41501 0.12130 0.12062
41601 0.12273 0.12086
41701 0.12831 0.12914
41801 0.12145 0.12174
41901 0.12281 0.12183
42001 0.12255 0.12213
42101 0.12231 0.12308
42201 0.12258 0.12326
42301 0.12383 0.12295
42401 0.12310 0.12494
42501 0.12520 0.12349
42601 0.12377 0.12381
42701 0.12497 0.12394
42801 0.12442 0.12598
42901 0.12475 0.12552
43001 0.12497 0.12550
43101 0.12519 0.12616
43201 0.12638 0.12547
43301 0.12654 0.12585
43401 0.12758 0.12605
43501 0.12634 0.12797
43601 0.12667 0.12776
43701 0.12787 0.12697
43801 0.12794 0.12735
43901 0.12753 0.12823
44001 0.12870 0.12771
44101 0.12880 0.12813
44201 0.12833 0.12871
44301 0.13039 0.12866
44401 0.12897 0.13012
44501 0.12925 0.12981
44601 0.12960 0.13085
44701 0.12984 0.13118
44801 0.13100 0.13008
44901 0.13042 0.13134
45001 0.13065 0.13126
45101 0.13094 0.13206
45201 0.13210 0.13117
45301 0.13153 0.13314
45401 0.13174 0.13293
45501 0.13227 0.13499
45601 0.13230 0.13275
45701 0.13391 0.13263
45801 0.13299 0.13480
45901 0.13379 0.13336
46001 0.13520 0.13355
46101 0.13384 0.13425
46201 0.13545 0.13418
46301 0.13431 0.13529
46401 0.13576 0.13472
46501 0.13491 0.13604
46601 0.13532 0.13615
46701 0.13555 0.13598
46801 0.13567 0.13700
46901 0.13616 0.13729
47001 0.13697 0.13635
47101 0.13839 0.13678
47201 0.13692 0.13780
47301 0.13752 0.13876
47401 0.13903 0.13756
47501 0.13785 0.13991
47601 0.14011 0.13817
47701 0.13844 0.14041
47801 0.14047 0.13887
47901 0.13901 0.14037
48001 0.14061 0.13938
48101 0.13958 0.13964
48201 0.14083 0.13990
48301 0.14020 0.14132
48401 0.14044 0.14293
48501 0.14208 0.14077
48601 0.14158 0.14115
48701 0.14219 0.14135
48801 0.14166 0.14285
48901 0.14286 0.14200
49001 0.14214 0.14288
49101 0.14350 0.14262
49201 0.14286 0.14274
49301 0.14441 0.14312
49401 0.14332 0.14462
49501 0.14430 0.14388
49601 0.14499 0.14399
49701 0.14543 0.14436
49801 0.14446 0.14531
49901 0.14485 0.14592
