vectorsize sequential_time parallel_time
8201 0.00211 0.00103
8301 0.00214 0.00107
8401 0.00220 0.00106
8501 0.00215 0.00106
8601 0.00231 0.00112
8701 0.00214 0.00117
8801 0.00227 0.00111
8901 0.00222 0.00112
9001 0.00231 0.00116
9101 0.00230 0.00114
9201 0.00214 0.00114
9301 0.00241 0.00117
9401 0.00234 0.00118
9501 0.00234 0.00119
9601 0.00189 0.00119
9701 0.00234 0.00121
9801 0.00243 0.00126
9901 0.00239 0.00124
10001 0.00249 0.00128
10101 0.00242 0.00126
10201 0.00254 0.00126
10301 0.00265 0.00130
10401 0.00258 0.00131
10501 0.00249 0.00131
10601 0.00250 0.00131
10701 0.00263 0.00134
10801 0.00254 0.00136
10901 0.00254 0.00136
11001 0.00248 0.00136
11101 0.00245 0.00139
11201 0.00274 0.00144
11301 0.00269 0.00141
11401 0.00256 0.00147
11501 0.00259 0.00143
11601 0.00270 0.00145
11701 0.00259 0.00146
11801 0.00282 0.00149
11901 0.00280 0.00149
12001 0.00274 0.00149
12101 0.00290 0.00151
12201 0.00268 0.00152
12301 0.00283 0.00156
12401 0.00275 0.00154
12501 0.00269 0.00156
12601 0.00289 0.00156
12701 0.00278 0.00158
12801 0.00282 0.00165
12901 0.00276 0.00161
13001 0.00288 0.00162
13101 0.00285 0.00164
13201 0.00307 0.00164
13301 0.00288 0.00165
13401 0.00286 0.00167
13501 0.00296 0.00168
13601 0.00298 0.00169
13701 0.00298 0.00176
13801 0.00293 0.00169
13901 0.00290 0.00173
14001 0.00309 0.00174
14101 0.00301 0.00176
14201 0.00318 0.00177
14301 0.00313 0.00178
14401 0.00321 0.00179
14501 0.00343 0.00181
14601 0.00320 0.00181
14701 0.00319 0.00184
14801 0.00326 0.00184
14901 0.00323 0.00187
15001 0.00309 0.00186
15101 0.00331 0.00188
15201 0.00320 0.00189
15301 0.00312 0.00190
15401 0.00327 0.00191
15501 0.00290 0.00194
15601 0.00321 0.00194
15701 0.00321 0.00196
15801 0.00358 0.00196
15901 0.00329 0.00198
16001 0.00334 0.00198
16101 0.00335 0.00200
16201 0.00347 0.00205
16301 0.00325 0.00203
16401 0.00325 0.00220
16501 0.00342 0.00227
16601 0.00349 0.00223
16701 0.00342 0.00225
16801 0.00346 0.00228
16901 0.00334 0.00227
17001 0.00340 0.00230
17101 0.00335 0.00230
17201 0.00347 0.00232
17301 0.00342 0.00233
17401 0.00361 0.00234
17501 0.00340 0.00236
17601 0.00344 0.00237
17701 0.00351 0.00238
17801 0.00356 0.00239
17901 0.00350 0.00241
18001 0.00347 0.00242
18101 0.00358 0.00244
18201 0.00369 0.00250
18301 0.00365 0.00246
18401 0.00365 0.00247
18501 0.00361 0.00255
18601 0.00365 0.00251
18701 0.00368 0.00252
18801 0.00364 0.00254
18901 0.00391 0.00255
19001 0.00376 0.00261
19101 0.00365 0.00257
19201 0.00370 0.00260
19301 0.00372 0.00260
19401 0.00392 0.00269
19501 0.00403 0.00262
19601 0.00370 0.00269
19701 0.00390 0.00270
19801 0.00373 0.00268
19901 0.00384 0.00268
20001 0.00383 0.00269
20101 0.00404 0.00275
20201 0.00393 0.00273
20301 0.00394 0.00272
20401 0.00400 0.00275
20501 0.00416 0.00281
20601 0.00404 0.00281
20701 0.00394 0.00279
20801 0.00397 0.00279
20901 0.00417 0.00282
21001 0.00399 0.00283
21101 0.00410 0.00290
21201 0.00393 0.00291
21301 0.00403 0.00292
21401 0.00420 0.00302
21501 0.00413 0.00293
21601 0.00418 0.00299
21701 0.00419 0.00296
21801 0.00413 0.00297
21901 0.00423 0.00296
22001 0.00427 0.00297
22101 0.00411 0.00299
22201 0.00410 0.00299
22301 0.00417 0.00305
22401 0.00412 0.00310
22501 0.00437 0.00308
22601 0.00433 0.00311
22701 0.00444 0.00309
22801 0.00434 0.00314
22901 0.00454 0.00316
23001 0.00432 0.00312
23101 0.00438 0.00314
23201 0.00438 0.00313
23301 0.00438 0.00317
23401 0.00426 0.00317
23501 0.00454 0.00316
23601 0.00439 0.00322
23701 0.00456 0.00324
23801 0.00439 0.00329
23901 0.00464 0.00329
24001 0.00456 0.00326
24101 0.00455 0.00334
24201 0.00451 0.00327
24301 0.00457 0.00330
24401 0.00444 0.00334
24501 0.00449 0.00333
24601 0.00461 0.00332
24701 0.00453 0.00335
24801 0.00469 0.00339
24901 0.00471 0.00345
25001 0.00472 0.00346
25101 0.00480 0.00347
25201 0.00472 0.00344
25301 0.00465 0.00340
25401 0.00456 0.00342
25501 0.00470 0.00349
25601 0.00477 0.00348
25701 0.00466 0.00352
25801 0.00476 0.00356
25901 0.00488 0.00354
26001 0.00472 0.00352
26101 0.00489 0.00361
26201 0.00490 0.00362
26301 0.00493 0.00366
26401 0.00490 0.00365
26501 0.00478 0.00363
26601 0.00489 0.00369
26701 0.00479 0.00369
26801 0.00487 0.00370
26901 0.00493 0.00368
27001 0.00492 0.00372
27101 0.00494 0.00377
27201 0.00497 0.00379
27301 0.00488 0.00380
27401 0.00504 0.00383
27501 0.00510 0.00382
27601 0.00512 0.00383
27701 0.00508 0.00379
27801 0.00504 0.00380
27901 0.00518 0.00380
28001 0.00504 0.00380
28101 0.00513 0.00388
28201 0.00515 0.00386
28301 0.00523 0.00389
28401 0.00517 0.00387
28501 0.00539 0.00393
28601 0.00527 0.00391
28701 0.00525 0.00400
28801 0.00523 0.00400
28901 0.00526 0.00409
29001 0.00526 0.00403
29101 0.00530 0.00407
29201 0.00525 0.00407
29301 0.00530 0.00411
29401 0.00530 0.00400
29501 0.00539 0.00414
29601 0.00540 0.00413
29701 0.00524 0.00409
29801 0.00533 0.00408
29901 0.00543 0.00417
30001 0.00535 0.00408
30101 0.00547 0.00416
30201 0.00543 0.00420
30301 0.00543 0.00421
30401 0.00550 0.00414
30501 0.00544 0.00415
30601 0.00545 0.00416
30701 0.00552 0.00426
30801 0.00544 0.00427
30901 0.00558 0.00429
31001 0.00538 0.00422
31101 0.00558 0.00425
31201 0.00565 0.00424
31301 0.00553 0.00429
31401 0.00566 0.00437
31501 0.00552 0.00430
31601 0.00572 0.00433
31701 0.00569 0.00437
31801 0.00579 0.00444
31901 0.00561 0.00451
32001 0.00564 0.00445
32101 0.00571 0.00438
32201 0.00570 0.00438
32301 0.00570 0.00446
32401 0.00571 0.00450
32501 0.00573 0.00452
32601 0.00574 0.00446
32701 0.00570 0.00448
32801 0.00573 0.00456
32901 0.00590 0.00464
33001 0.00586 0.00460
33101 0.00572 0.00458
33201 0.00570 0.00453
33301 0.00592 0.00459
33401 0.00590 0.00455
33501 0.00595 0.00457
33601 0.00595 0.00461
33701 0.00592 0.00460
33801 0.00593 0.00464
33901 0.00589 0.00463
34001 0.00598 0.00464
34101 0.00597 0.00468
34201 0.00602 0.00473
34301 0.00600 0.00468
34401 0.00600 0.00480
34501 0.00597 0.00483
34601 0.00597 0.00478
34701 0.00616 0.00482
34801 0.00624 0.00484
34901 0.00622 0.00485
35001 0.00596 0.00477
35101 0.00618 0.00480
35201 0.00623 0.00485
35301 0.00629 0.00489
35401 0.00624 0.00489
35501 0.00617 0.00493
35601 0.00630 0.00485
35701 0.00628 0.00498
35801 0.00643 0.00499
35901 0.00615 0.00491
36001 0.00629 0.00496
36101 0.00637 0.00502
36201 0.00629 0.00501
36301 0.00629 0.00504
36401 0.00643 0.00505
36501 0.00653 0.00510
36601 0.00637 0.00509
36701 0.00634 0.00506
36801 0.00644 0.00518
36901 0.00656 0.00523
37001 0.00638 0.00510
37101 0.00669 0.00517
37201 0.00658 0.00516
37301 0.00640 0.00514
37401 0.00643 0.00520
37501 0.00658 0.00525
37601 0.00652 0.00523
37701 0.00655 0.00537
37801 0.00641 0.00524
37901 0.00647 0.00529
38001 0.00668 0.00532
38101 0.00668 0.00531
38201 0.00662 0.00531
38301 0.00646 0.00529
38401 0.00659 0.00529
38501 0.00669 0.00542
38601 0.00671 0.00533
38701 0.00674 0.00538
38801 0.00672 0.00543
38901 0.00685 0.00546
39001 0.00687 0.00545
39101 0.00681 0.00552
39201 0.00679 0.00563
39301 0.00673 0.00555
39401 0.00691 0.00564
39501 0.00687 0.00562
39601 0.00694 0.00570
39701 0.00687 0.00550
39801 0.00684 0.00562
39901 0.00683 0.00554
40001 0.00686 0.00551
40101 0.00677 0.00559
40201 0.00685 0.00566
40301 0.00695 0.00562
40401 0.00695 0.00560
40501 0.00689 0.00569
40601 0.00702 0.00560
40701 0.00704 0.00576
40801 0.00691 0.00563
40901 0.00706 0.00569
41001 0.00714 0.00586
41101 0.00720 0.00567
41201 0.00717 0.00575
41301 0.00713 0.00573
41401 0.00712 0.00580
41501 0.00743 0.00620
41601 0.00712 0.00590
41701 0.00731 0.00595
41801 0.00735 0.00579
41901 0.00734 0.00588
42001 0.00732 0.00588
42101 0.00739 0.00594
42201 0.00741 0.00585
42301 0.00755 0.00596
42401 0.00735 0.00593
42501 0.00740 0.00594
42601 0.00751 0.00596
42701 0.00737 0.00596
42801 0.00747 0.00599
42901 0.00752 0.00601
43001 0.00753 0.00603
43101 0.00752 0.00621
43201 0.00732 0.00612
43301 0.00748 0.00613
43401 0.00750 0.00611
43501 0.00763 0.00626
43601 0.00738 0.00607
43701 0.00753 0.00618
43801 0.00754 0.00630
43901 0.00777 0.00632
44001 0.00765 0.00616
44101 0.00759 0.00631
44201 0.00758 0.00629
44301 0.00770 0.00640
44401 0.00759 0.00630
44501 0.00771 0.00633
44601 0.00772 0.00645
44701 0.00774 0.00637
44801 0.00769 0.00647
44901 0.00796 0.00667
45001 0.00786 0.00646
45101 0.00766 0.00647
45201 0.00765 0.00648
45301 0.00767 0.00642
45401 0.00784 0.00652
45501 0.00728 0.00649
45601 0.00804 0.00646
45701 0.00771 0.00643
45801 0.00791 0.00649
45901 0.00788 0.00653
46001 0.00790 0.00651
46101 0.00800 0.00670
46201 0.00813 0.00659
46301 0.00812 0.00663
46401 0.00802 0.00651
46501 0.00849 0.00672
46601 0.00796 0.00655
46701 0.00796 0.00662
46801 0.00807 0.00662
46901 0.00811 0.00664
47001 0.00796 0.00654
47101 0.00798 0.00665
47201 0.00805 0.00662
47301 0.00800 0.00664
47401 0.00815 0.00667
47501 0.00812 0.00663
47601 0.00810 0.00667
47701 0.00816 0.00674
47801 0.00807 0.00671
47901 0.00814 0.00673
48001 0.00820 0.00673
48101 0.00800 0.00659
48201 0.00802 0.00667
48301 0.00804 0.00674
48401 0.00814 0.00679
48501 0.00826 0.00678
48601 0.00832 0.00679
48701 0.00830 0.00681
48801 0.00825 0.00677
48901 0.00835 0.00684
49001 0.00831 0.00682
49101 0.00818 0.00685
49201 0.00833 0.00686
49301 0.00840 0.00686
49401 0.00835 0.00687
49501 0.00841 0.00695
49601 0.00835 0.00698
49701 0.00828 0.00698
49801 0.00850 0.00697
49901 0.00856 0.00704
