vectorsize sequential_time parallel_time
22301 0.02413 0.02407
22401 0.02433 0.02426
22501 0.02439 0.02432
22601 0.02472 0.02459
22701 0.02481 0.02456
22801 0.02514 0.02498
22901 0.02503 0.02488
23001 0.02498 0.02480
23101 0.02503 0.02497
23201 0.02511 0.02504
23301 0.02529 0.02518
23401 0.02550 0.02544
23501 0.02556 0.02552
23601 0.02576 0.02560
23701 0.02576 0.02565
23801 0.02569 0.02561
23901 0.02590 0.02578
24001 0.02610 0.02592
24101 0.02610 0.02606
24201 0.02629 0.02627
24301 0.02651 0.02623
24401 0.02658 0.02636
24501 0.02663 0.02658
24601 0.02673 0.02695
24701 0.02681 0.02676
24801 0.02700 0.02687
24901 0.02706 0.02693
25001 0.02732 0.02717
25101 0.02720 0.02715
25201 0.02756 0.02755
25301 0.02743 0.02737
25401 0.02755 0.02751
25501 0.02763 0.02770
25601 0.02768 0.02760
25701 0.02816 0.02792
25801 0.02809 0.02783
25901 0.02814 0.02810
26001 0.02815 0.02812
26101 0.02869 0.02829
26201 0.02842 0.02822
26301 0.02859 0.02853
26401 0.02866 0.02857
26501 0.02879 0.02867
26601 0.02876 0.02868
26701 0.02890 0.02880
26801 0.02904 0.02899
26901 0.02925 0.02909
27001 0.02940 0.02939
27101 0.02972 0.02934
27201 0.02956 0.02941
27301 0.02965 0.02955
27401 0.02972 0.02968
27501 0.02979 0.02967
27601 0.03005 0.02988
27701 0.03000 0.02992
27801 0.03013 0.03009
27901 0.03051 0.03039
28001 0.03039 0.03022
28101 0.03048 0.03037
28201 0.03046 0.03036
28301 0.03069 0.03063
28401 0.03075 0.03071
28501 0.03107 0.03103
28601 0.03097 0.03095
28701 0.03110 0.03105
28801 0.03219 0.03148
28901 0.03139 0.03134
29001 0.03152 0.03144
29101 0.03166 0.03159
29201 0.03172 0.03169
29301 0.03183 0.03180
29401 0.03220 0.03198
29501 0.03198 0.03194
29601 0.03218 0.03215
29701 0.03222 0.03217
29801 0.03242 0.03231
29901 0.03272 0.03248
30001 0.03252 0.03246
30101 0.03268 0.03257
30201 0.03474 0.03315
30301 0.03280 0.03268
30401 0.03304 0.03295
30501 0.03337 0.03300
30601 0.03311 0.03307
30701 0.03334 0.03329
30801 0.03356 0.03346
30901 0.03365 0.03343
31001 0.03393 0.03366
31101 0.03380 0.03373
31201 0.03401 0.03375
31301 0.03414 0.03392
31401 0.03419 0.03413
31501 0.03427 0.03418
31601 0.03446 0.03437
31701 0.03458 0.03444
31801 0.03456 0.03440
31901 0.03446 0.03441
32001 0.03483 0.03473
32101 0.03513 0.03496
32201 0.03496 0.03492
32301 0.03495 0.03491
32401 0.03529 0.03508
32501 0.03518 0.03510
32601 0.03543 0.03542
32701 0.03559 0.03552
32801 0.03572 0.03557
32901 0.03562 0.03556
33001 0.03570 0.03562
33101 0.03596 0.03589
33201 0.03622 0.03614
33301 0.03614 0.03610
33401 0.03639 0.03631
33501 0.03643 0.03637
33601 0.03652 0.03642
33701 0.03656 0.03646
33801 0.03662 0.03649
33901 0.03690 0.03667
34001 0.03718 0.03680
34101 0.03709 0.03702
34201 0.03710 0.03712
34301 0.03712 0.03704
34401 0.03727 0.03727
34501 0.03764 0.03755
34601 0.03775 0.03773
34701 0.03765 0.03756
34801 0.03769 0.03763
34901 0.03836 0.03812
35001 0.03803 0.03786
35101 0.03810 0.03803
35201 0.03849 0.03806
35301 0.03820 0.03816
35401 0.03828 0.03821
35501 0.03858 0.03850
35601 0.03853 0.03845
35701 0.03918 0.03919
35801 0.03893 0.03883
35901 0.03922 0.03903
36001 0.03899 0.03895
36101 0.03962 0.03916
