vectorsize sequential_time parallel_time
16601 0.05222 0.04961
16701 0.05246 0.05106
16801 0.05265 0.05011
16901 0.05293 0.05039
17001 0.05362 0.05093
17101 0.05354 0.05111
17201 0.05438 0.05137
17301 0.05458 0.05160
17401 0.05644 0.05194
17501 0.05548 0.05220
17601 0.05554 0.05247
17701 0.05564 0.05283
17801 0.05567 0.05361
17901 0.05636 0.05351
18001 0.05704 0.05568
18101 0.05707 0.05413
18201 0.05777 0.05495
18301 0.05805 0.05470
18401 0.05773 0.05511
18501 0.05840 0.05516
18601 0.06043 0.05620
18701 0.05938 0.05721
18801 0.05899 0.05616
18901 0.05912 0.05654
19001 0.06003 0.05693
19101 0.06004 0.05696
19201 0.06011 0.05730
19301 0.06165 0.05750
19401 0.06068 0.05816
19501 0.06097 0.05817
19601 0.06167 0.05851
19701 0.06209 0.05875
19801 0.06209 0.06011
19901 0.06199 0.05935
20001 0.06249 0.05962
20101 0.06221 0.06008
20201 0.06316 0.06030
20301 0.06371 0.06059
20401 0.06592 0.06183
20501 0.06426 0.06126
20601 0.06366 0.06160
20701 0.06414 0.06182
20801 0.06485 0.06223
20901 0.06575 0.06409
21001 0.06559 0.06283
21101 0.06775 0.06506
21201 0.06569 0.06365
21301 0.06628 0.06359
21401 0.06643 0.06432
21501 0.06719 0.06412
21601 0.06783 0.06441
21701 0.06781 0.06490
21801 0.06835 0.06501
21901 0.06764 0.06532
22001 0.06943 0.06564
22101 0.06837 0.06622
22201 0.06873 0.06626
22301 0.06951 0.06652
22401 0.06979 0.06876
22501 0.07129 0.06706
22601 0.07058 0.06740
22701 0.07100 0.06773
22801 0.07066 0.06810
22901 0.07112 0.06827
23001 0.07198 0.06864
23101 0.07157 0.06951
23201 0.07189 0.06922
23301 0.07244 0.06947
23401 0.07277 0.07063
23501 0.07280 0.07002
23601 0.07367 0.07069
23701 0.07384 0.07080
23801 0.07619 0.07108
23901 0.07515 0.07297
24001 0.07458 0.07180
24101 0.07514 0.07192
24201 0.07516 0.07217
24301 0.07552 0.07262
24401 0.07915 0.07443
24501 0.07620 0.07316
24601 0.07723 0.07356
24701 0.07631 0.07383
24801 0.07692 0.07530
24901 0.07689 0.07429
25001 0.07802 0.07502
25101 0.07724 0.07499
25201 0.07830 0.07524
25301 0.08018 0.07554
25401 0.07838 0.07592
25501 0.07918 0.07625
25601 0.07896 0.07688
25701 0.07911 0.07807
25801 0.07952 0.07725
25901 0.08061 0.07739
26001 0.08059 0.07762
26101 0.08072 0.07797
26201 0.08128 0.07818
26301 0.08094 0.07853
26401 0.08184 0.07903
26501 0.08149 0.07934
26601 0.08420 0.08039
26701 0.08268 0.07995
26801 0.08314 0.08001
26901 0.08276 0.08028
27001 0.08306 0.08242
27101 0.08369 0.08079
27201 0.08361 0.08123
27301 0.08405 0.08177
27401 0.08498 0.08316
27501 0.08446 0.08203
27601 0.08523 0.08242
27701 0.08507 0.08286
27801 0.08592 0.08372
27901 0.08675 0.08342
28001 0.08671 0.08364
28101 0.08647 0.08385
28201 0.08689 0.08473
28301 0.08827 0.08455
28401 0.08746 0.08473
28501 0.08791 0.08532
28601 0.08796 0.08585
28701 0.08861 0.08579
28801 0.08930 0.08608
28901 0.08949 0.08631
29001 0.08978 0.08675
29101 0.08941 0.08715
29201 0.08971 0.08892
29301 0.08993 0.08741
29401 0.09095 0.08777
29501 0.09057 0.08801
29601 0.09199 0.08961
29701 0.09166 0.08875
29801 0.09161 0.08916
29901 0.09265 0.08921
30001 0.09456 0.08961
30101 0.09284 0.08988
30201 0.09330 0.09042
30301 0.09326 0.09064
30401 0.09401 0.09067
30501 0.09401 0.09109
30601 0.09435 0.09140
30701 0.09458 0.09411
30801 0.09445 0.09235
30901 0.09558 0.09220
31001 0.09578 0.09280
31101 0.09660 0.09439
31201 0.09601 0.09314
31301 0.09610 0.09364
31401 0.09597 0.09392
31501 0.09813 0.09420
31601 0.09704 0.09458
31701 0.09709 0.09458
31801 0.09746 0.09490
31901 0.09945 0.09568
32001 0.09820 0.09550
32101 0.09854 0.09602
32201 0.09883 0.09626
32301 0.09902 0.09651
32401 0.09949 0.09666
32501 0.09929 0.09707
32601 0.10005 0.09890
32701 0.09983 0.09748
32801 0.10044 0.09804
32901 0.10134 0.09867
33001 0.10183 0.09862
33101 0.10166 0.09924
33201 0.10177 0.09935
33301 0.10312 0.09971
33401 0.10219 0.09972
33501 0.10308 0.10030
33601 0.10276 0.10245
33701 0.10370 0.10185
33801 0.10621 0.10089
33901 0.10401 0.10138
34001 0.10610 0.10162
34101 0.10453 0.10178
34201 0.10505 0.10225
34301 0.10476 0.10410
34401 0.10559 0.10288
34501 0.10545 0.10335
34601 0.10637 0.10395
34701 0.10678 0.10362
34801 0.10612 0.10411
34901 0.10706 0.10421
35001 0.10830 0.10898
35101 0.10748 0.10481
35201 0.10733 0.10519
35301 0.11002 0.10563
35401 0.10885 0.10574
35501 0.10830 0.10612
35601 0.10874 0.10823
35701 0.10972 0.10667
35801 0.10990 0.10684
35901 0.10962 0.10853
36001 0.11032 0.10777
36101 0.11029 0.10797
36201 0.11053 0.10895
36301 0.11121 0.10904
36401 0.11188 0.10875
36501 0.11352 0.10902
36601 0.11235 0.11000
36701 0.11317 0.10988
36801 0.11331 0.11013
36901 0.11588 0.11066
37001 0.11383 0.11076
37101 0.11435 0.11112
37201 0.11591 0.11125
37301 0.11454 0.11173
37401 0.11447 0.11258
37501 0.11720 0.11213
37601 0.11556 0.11268
37701 0.11541 0.11285
37801 0.11836 0.11375
37901 0.11584 0.11392
38001 0.11615 0.11378
38101 0.11815 0.11518
38201 0.11638 0.11419
38301 0.11681 0.11469
38401 0.11837 0.11528
38501 0.11788 0.11502
38601 0.11795 0.11540
38701 0.12030 0.11680
38801 0.11927 0.11600
38901 0.11845 0.11642
39001 0.12122 0.11673
39101 0.11965 0.11724
39201 0.12019 0.11753
39301 0.12128 0.11746
39401 0.12001 0.11770
39501 0.12062 0.11849
39601 0.12113 0.11914
39701 0.12111 0.11850
39801 0.12168 0.11915
39901 0.12200 0.12118
40001 0.12211 0.11954
40101 0.12238 0.11978
40201 0.12248 0.12166
40301 0.12333 0.12053
40401 0.12315 0.12070
40501 0.12360 0.12256
40601 0.12369 0.12127
40701 0.12430 0.12168
40801 0.12607 0.12212
40901 0.12564 0.13012
41001 0.12578 0.12256
41101 0.12711 0.12294
41201 0.12537 0.12352
41301 0.12573 0.12340
41401 0.12648 0.12382
41501 0.12801 0.12677
41601 0.12705 0.12684
41701 0.12701 0.12465
41801 0.12732 0.12792
41901 0.12764 0.12695
42001 0.12780 0.12580
42101 0.12801 0.12590
42201 0.13075 0.12610
42301 0.12879 0.12640
42401 0.12963 0.12675
42501 0.12931 0.12689
42601 0.12975 0.12751
42701 0.12999 0.12961
42801 0.13070 0.12816
42901 0.13057 0.12832
43001 0.13292 0.12851
43101 0.13113 0.12883
43201 0.13147 0.12907
43301 0.13284 0.12927
43401 0.13252 0.12975
43501 0.13269 0.13164
43601 0.13273 0.13024
43701 0.13320 0.13080
43801 0.13520 0.13127
43901 0.13371 0.13117
44001 0.13405 0.13146
44101 0.13449 0.13188
44201 0.13539 0.13198
44301 0.13477 0.13464
44401 0.13597 0.13262
44501 0.13517 0.13292
44601 0.13737 0.13330
44701 0.13616 0.13364
44801 0.13609 0.13544
44901 0.13983 0.13612
45001 0.13726 0.13441
45101 0.13845 0.13482
45201 0.13811 0.13514
45301 0.13744 0.13640
45401 0.13796 0.13573
45501 0.13854 0.13596
45601 0.13944 0.13698
45701 0.13993 0.13671
45801 0.13944 0.13715
45901 0.14203 0.13720
46001 0.14004 0.13753
46101 0.14022 0.13925
46201 0.14028 0.13810
46301 0.14059 0.13840
46401 0.14120 0.13872
46501 0.14127 0.13879
46601 0.14155 0.14042
46701 0.14182 0.13958
46801 0.14241 0.14035
46901 0.14268 0.14033
47001 0.14284 0.14076
47101 0.14454 0.14134
47201 0.14335 0.14098
47301 0.14391 0.14238
47401 0.14430 0.14149
47501 0.14440 0.14181
47601 0.14560 0.14232
47701 0.14587 0.14273
47801 0.14534 0.14411
47901 0.14590 0.14343
48001 0.14569 0.14345
48101 0.14818 0.14371
48201 0.14636 0.14402
48301 0.14674 0.14548
48401 0.14749 0.14470
48501 0.14723 0.14516
48601 0.14881 0.14543
48701 0.14860 0.14540
48801 0.14794 0.14716
48901 0.14850 0.14598
49001 0.14904 0.14697
49101 0.14943 0.14677
49201 0.15002 0.14700
49301 0.15194 0.14741
49401 0.14988 0.14757
49501 0.15039 0.14933
49601 0.15096 0.14811
49701 0.15054 0.14849
49801 0.15231 0.14889
49901 0.15532 0.14918
