vectorsize sequential_time parallel_time
18601 0.05877 0.05551
18701 0.05800 0.05597
18801 0.05861 0.05631
18901 0.05937 0.05639
19001 0.05906 0.05664
19101 0.05985 0.05710
19201 0.05965 0.05738
19301 0.06039 0.05772
19401 0.06016 0.05788
19501 0.06041 0.05822
19601 0.06094 0.05848
19701 0.06104 0.05875
19801 0.06221 0.05908
19901 0.06154 0.05946
20001 0.06191 0.05966
20101 0.06310 0.06000
20201 0.06276 0.06036
20301 0.06332 0.06056
20401 0.06378 0.06088
20501 0.06359 0.06141
20601 0.06687 0.06341
20701 0.06411 0.06179
20801 0.06439 0.06203
20901 0.06467 0.06237
21001 0.06546 0.06264
21101 0.06513 0.06304
21201 0.06563 0.06334
21301 0.06608 0.06353
21401 0.06610 0.06382
21501 0.06712 0.06415
21601 0.06719 0.06443
21701 0.06714 0.06478
21801 0.06781 0.06504
21901 0.06818 0.06535
22001 0.06849 0.06564
22101 0.06859 0.06604
22201 0.06894 0.06623
22301 0.06926 0.06660
22401 0.06937 0.06689
22501 0.06985 0.06714
22601 0.07009 0.06742
22701 0.07048 0.06770
22801 0.07076 0.06809
22901 0.07116 0.06851
23001 0.07084 0.06872
23101 0.07170 0.06901
23201 0.07155 0.06978
23301 0.07267 0.06961
23401 0.07281 0.06998
23501 0.07283 0.07024
23601 0.07466 0.07056
23701 0.07317 0.07093
23801 0.07313 0.07105
23901 0.07359 0.07143
24001 0.07416 0.07165
24101 0.07460 0.07198
24201 0.07572 0.07230
24301 0.07498 0.07249
24401 0.07527 0.07278
24501 0.07563 0.07315
24601 0.07569 0.07344
24701 0.07598 0.07389
24801 0.07678 0.07406
24901 0.07679 0.07433
25001 0.07795 0.07461
25101 0.07746 0.07495
25201 0.07758 0.07524
25301 0.07775 0.07560
25401 0.07814 0.07585
25501 0.07994 0.07632
25601 0.07913 0.07651
25701 0.07910 0.07685
25801 0.07930 0.07700
25901 0.07961 0.07730
26001 0.08015 0.07801
26101 0.08056 0.07810
26201 0.08114 0.07819
26301 0.08116 0.07866
26401 0.08107 0.07880
26501 0.08208 0.07918
26601 0.08154 0.07950
26701 0.08252 0.07970
26801 0.08268 0.08006
26901 0.08355 0.08036
27001 0.08307 0.08066
27101 0.08470 0.08092
27201 0.08445 0.08123
27301 0.08390 0.08148
27401 0.08425 0.08177
27501 0.08451 0.08209
27601 0.08513 0.08246
27701 0.08499 0.08280
27801 0.08534 0.08308
27901 0.08577 0.08331
28001 0.08601 0.08361
28101 0.08651 0.08403
28201 0.08684 0.08439
28301 0.08681 0.08453
28401 0.08756 0.08495
28501 0.08752 0.08508
28601 0.08769 0.08541
28701 0.08784 0.08582
28801 0.08837 0.08597
28901 0.08927 0.08650
29001 0.08893 0.08659
29101 0.08931 0.08687
29201 0.08982 0.08726
29301 0.09020 0.08758
29401 0.09019 0.08780
29501 0.09076 0.08804
29601 0.09068 0.08849
29701 0.09088 0.08861
29801 0.09163 0.08913
29901 0.09171 0.08935
30001 0.09260 0.08953
30101 0.09191 0.08997
30201 0.09320 0.09022
30301 0.09273 0.09048
30401 0.09295 0.09077
30501 0.09360 0.09508
30601 0.09952 0.09892
30701 0.09977 0.09900
30801 0.09681 0.09650
30901 0.10308 0.10291
31001 0.10051 0.10038
31101 0.10090 0.10043
31201 0.09765 0.09712
31301 0.09950 0.09416
31401 0.09679 0.09382
31501 0.09802 0.10034
31601 0.10101 0.09949
31701 0.10202 0.09936
31801 0.10108 0.09965
31901 0.10162 0.10184
32001 0.10188 0.10274
32101 0.10362 0.10343
32201 0.10327 0.10253
32301 0.10279 0.10294
32401 0.10442 0.10054
32501 0.10051 0.09702
32601 0.09961 0.09750
32701 0.10044 0.09773
32801 0.10038 0.09797
32901 0.10077 0.09821
33001 0.10120 0.09855
33101 0.10089 0.09920
33201 0.10145 0.09933
33301 0.10185 0.09978
33401 0.10196 0.09980
33501 0.10237 0.10272
33601 0.10601 0.10366
33701 0.10552 0.10695
33801 0.10919 0.10733
33901 0.10875 0.10722
34001 0.10976 0.10554
34101 0.10442 0.10185
34201 0.10447 0.10228
34301 0.10471 0.10236
34401 0.10520 0.10278
34501 0.10514 0.10311
34601 0.10586 0.10446
34701 0.10631 0.10451
34801 0.10643 0.10395
34901 0.10650 0.10420
35001 0.10697 0.10462
35101 0.10812 0.10494
35201 0.10739 0.10525
35301 0.10776 0.10563
35401 0.10764 0.10571
35501 0.10859 0.10603
35601 0.10871 0.10650
35701 0.10932 0.10671
35801 0.10927 0.10701
35901 0.10976 0.10740
36001 0.11260 0.10763
36101 0.11050 0.10809
36201 0.11050 0.10811
36301 0.11087 0.10846
36401 0.11091 0.10871
36501 0.11118 0.10903
36601 0.11162 0.10945
36701 0.11633 0.10970
36801 0.11221 0.11008
36901 0.11300 0.11025
37001 0.11334 0.11529
37101 0.11533 0.11081
37201 0.11341 0.11141
37301 0.11405 0.11176
37401 0.11413 0.11184
37501 0.11472 0.11222
37601 0.11491 0.11244
37701 0.11502 0.11271
37801 0.11544 0.11353
37901 0.11592 0.11344
38001 0.11579 0.11353
38101 0.11590 0.11399
38201 0.11631 0.11412
38301 0.11713 0.11476
38401 0.11720 0.11942
38501 0.11912 0.11520
38601 0.11752 0.11528
38701 0.11796 0.11571
38801 0.11836 0.11585
38901 0.11849 0.11620
39001 0.11867 0.11670
39101 0.11917 0.11706
39201 0.11944 0.11722
39301 0.12008 0.11767
39401 0.12030 0.11775
39501 0.12014 0.11816
39601 0.12036 0.11835
39701 0.12120 0.11861
39801 0.12155 0.11982
39901 0.12196 0.11919
40001 0.12209 0.11961
40101 0.12197 0.11986
40201 0.12261 0.12010
40301 0.12286 0.12037
40401 0.12291 0.12065
40501 0.12322 0.12102
40601 0.12418 0.12146
40701 0.12398 0.12168
40801 0.12405 0.12189
40901 0.12441 0.12227
41001 0.12483 0.12268
41101 0.12515 0.12276
41201 0.12574 0.12311
41301 0.12570 0.12341
41401 0.12626 0.12375
41501 0.12605 0.12405
41601 0.12721 0.12423
41701 0.12662 0.12469
41801 0.12785 0.12488
41901 0.12734 0.12544
42001 0.12825 0.12546
42101 0.12869 0.12598
42201 0.12853 0.12610
42301 0.12898 0.12674
42401 0.12882 0.12667
42501 0.12926 0.12709
42601 0.12980 0.12722
42701 0.13001 0.12759
42801 0.13044 0.12786
42901 0.13049 0.12821
43001 0.13150 0.12838
43101 0.13135 0.12865
43201 0.13132 0.12943
43301 0.13162 0.12939
43401 0.13239 0.12966
43501 0.13210 0.13008
43601 0.13278 0.13057
43701 0.13307 0.13074
43801 0.13320 0.13107
43901 0.13308 0.13104
44001 0.13334 0.13132
44101 0.13405 0.13185
44201 0.13446 0.13214
44301 0.13480 0.13254
44401 0.13584 0.13269
44501 0.13539 0.13309
44601 0.13624 0.13322
44701 0.13578 0.13359
44801 0.13609 0.13382
44901 0.14072 0.13875
45001 0.13672 0.13435
45101 0.13683 0.13485
45201 0.13745 0.13505
45301 0.13761 0.13560
45401 0.13810 0.13558
45501 0.13848 0.13595
45601 0.13874 0.13627
45701 0.13931 0.13647
45801 0.13890 0.13685
45901 0.13923 0.13707
46001 0.13988 0.13754
46101 0.14018 0.13773
46201 0.14049 0.13808
46301 0.14047 0.13833
46401 0.14072 0.13871
46501 0.14122 0.13902
46601 0.14202 0.13925
46701 0.14169 0.13949
46801 0.14226 0.13987
46901 0.14236 0.14011
47001 0.14244 0.14051
47101 0.14316 0.14072
47201 0.14308 0.14113
47301 0.14335 0.14156
47401 0.14350 0.14163
47501 0.14407 0.14184
47601 0.14498 0.14247
47701 0.14476 0.14262
47801 0.14606 0.14274
47901 0.14558 0.14327
48001 0.14579 0.14557
48101 0.14915 0.14388
48201 0.14654 0.14403
48301 0.14657 0.14444
48401 0.14709 0.14465
48501 0.14871 0.14494
48601 0.14730 0.14545
48701 0.14761 0.14566
48801 0.14868 0.14594
48901 0.14846 0.14657
49001 0.14866 0.14641
49101 0.14903 0.14701
49201 0.14921 0.14686
49301 0.14978 0.14732
49401 0.15027 0.14836
49501 0.15077 0.14823
49601 0.15213 0.15207
49701 0.15256 0.14879
49801 0.15087 0.14902
49901 0.15144 0.14940
