threads vectorsize sequential_time parallel_time
13 7551 0.00126 0.00008
13 7576 0.00117 0.00004
13 7601 0.00112 0.00002
13 7626 0.00121 0.00006
13 7651 0.00111 0.00007
13 7676 0.00138 0.00004
13 7701 0.00149 0.00005
13 7726 0.00155 0.00004
13 7751 0.00134 0.00005
13 7776 0.00116 0.00004
13 7801 0.00111 0.00004
13 7826 0.00114 0.00004
13 7851 0.00125 0.00002
13 7876 0.00115 0.00004
13 7901 0.00146 0.00005
13 7926 0.00121 0.00005
13 7951 0.00113 0.00001
13 7976 0.00140 0.00004
13 8001 0.00129 0.00001
13 8026 0.00125 0.00001
13 8051 0.00116 0.00004
13 8076 0.00139 0.00008
13 8101 0.00169 0.00008
13 8126 0.00154 0.00003
13 8151 0.00135 0.00001
13 8176 0.00120 0.00002
13 8201 0.00120 0.00005
13 8226 0.00113 0.00004
13 8251 0.00171 0.00004
13 8276 0.00161 0.00004
13 8301 0.00166 0.00001
13 8326 0.00166 0.00004
13 8351 0.00162 0.00004
13 8376 0.00164 0.00004
13 8401 0.00169 0.00001
13 8426 0.00173 0.00004
13 8451 0.00172 0.00008
13 8476 0.00139 0.00004
13 8501 0.00153 0.00009
13 8526 0.00168 0.00004
13 8551 0.00135 0.00007
13 8576 0.00119 0.00005
13 8601 0.00145 0.00004
13 8626 0.00146 0.00004
13 8651 0.00132 0.00004
13 8676 0.00140 0.00003
13 8701 0.00178 0.00004
13 8726 0.00176 0.00389
13 8751 0.00179 0.00005
13 8776 0.00171 0.00003
13 8801 0.00160 0.00003
13 8826 0.00139 0.00003
13 8851 0.00126 0.00007
13 8876 0.00144 0.00004
13 8901 0.00131 0.00004
13 8926 0.00141 0.00004
13 8951 0.00124 0.00004
13 8976 0.00129 0.00004
13 9001 0.00148 0.00001
13 9026 0.00151 0.00023
13 9051 0.00174 0.00004
13 9076 0.00143 0.00004
13 9101 0.00130 0.00004
13 9126 0.00155 0.00004
13 9151 0.00139 0.00004
13 9176 0.00121 0.00007
13 9201 0.00174 0.00004
13 9226 0.00174 0.00004
13 9251 0.00159 0.00004
13 9276 0.00143 0.00004
13 9301 0.00182 0.00005
13 9326 0.00177 0.00001
13 9351 0.00160 0.00008
13 9376 0.00186 0.00004
13 9401 0.00177 0.00004
13 9426 0.00172 0.00004
13 9451 0.00147 0.00004
13 9476 0.00145 0.00004
13 9501 0.00148 0.00002
13 9526 0.00143 0.00005
13 9551 0.00140 0.00004
13 9576 0.00132 0.00005
13 9601 0.00123 0.00004
13 9626 0.00123 0.00005
13 9651 0.00124 0.00004
13 9676 0.00138 0.00008
13 9701 0.00157 0.00003
13 9726 0.00165 0.00004
13 9751 0.00161 0.00353
13 9776 0.00175 0.00004
13 9801 0.00190 0.00007
13 9826 0.00186 0.00002
13 9851 0.00150 0.00004
13 9876 0.00131 0.00006
13 9901 0.00138 0.00005
13 9926 0.00124 0.00004
13 9951 0.00138 0.00006
13 9976 0.00133 0.00008
