threads vectorsize sequential_time parallel_time
16 1326 0.00025 0.00004
16 1351 0.00024 0.00007
16 1376 0.00023 0.00006
16 1401 0.00022 0.00004
16 1426 0.00026 0.00005
16 1451 0.00026 0.00004
16 1476 0.00026 0.00004
16 1501 0.00026 0.00004
16 1526 0.00022 0.00004
16 1551 0.00027 0.00004
16 1576 0.00024 0.00004
16 1601 0.00025 0.00004
16 1626 0.00028 0.00007
16 1651 0.00031 0.00076
16 1676 0.00020 0.00007
16 1701 0.00031 0.00005
16 1726 0.00032 0.00004
16 1751 0.00025 0.00007
16 1776 0.00031 0.00006
16 1801 0.00034 0.00004
16 1826 0.00024 0.00004
16 1851 0.00033 0.00004
16 1876 0.00031 0.00005
16 1901 0.00034 0.00004
16 1926 0.00035 0.00004
16 1951 0.00036 0.00005
16 1976 0.00034 0.00093
16 2001 0.00036 0.00086
16 2026 0.00026 0.00004
16 2051 0.00032 0.00005
16 2076 0.00038 0.00006
16 2101 0.00029 0.00004
16 2126 0.00041 0.00143
16 2151 0.00042 0.00004
16 2176 0.00045 0.00005
16 2201 0.00037 0.00004
16 2226 0.00047 0.00004
16 2251 0.00053 0.00005
16 2276 0.00054 0.00002
16 2301 0.00056 0.00007
16 2326 0.00054 0.00006
16 2351 0.00054 0.00004
16 2376 0.00056 0.00004
16 2401 0.00056 0.00002
16 2426 0.00053 0.00005
16 2451 0.00057 0.00008
16 2476 0.00059 0.00005
16 2501 0.00058 0.00005
16 2526 0.00060 0.00004
16 2551 0.00061 0.00004
16 2576 0.00060 0.00005
16 2601 0.00057 0.00004
16 2626 0.00062 0.00009
16 2651 0.00055 0.00003
16 2676 0.00061 0.00004
16 2701 0.00056 0.00008
16 2726 0.00062 0.00004
16 2751 0.00063 0.00004
16 2776 0.00055 0.00126
16 2801 0.00051 0.00004
16 2826 0.00059 0.00004
16 2851 0.00061 0.00007
16 2876 0.00063 0.00004
16 2901 0.00070 0.00006
16 2926 0.00069 0.00157
16 2951 0.00065 0.00004
16 2976 0.00070 0.00006
16 3001 0.00065 0.00005
16 3026 0.00063 0.00002
16 3051 0.00055 0.00192
16 3076 0.00075 0.00008
16 3101 0.00071 0.00004
16 3126 0.00064 0.00005
16 3151 0.00053 0.00006
16 3176 0.00075 0.00004
16 3201 0.00066 0.00005
16 3226 0.00070 0.00005
16 3251 0.00076 0.00004
16 3276 0.00076 0.00004
16 3301 0.00065 0.00009
16 3326 0.00064 0.00005
16 3351 0.00079 0.00175
16 3376 0.00073 0.00004
16 3401 0.00080 0.00003
16 3426 0.00078 0.00004
16 3451 0.00069 0.00234
16 3476 0.00072 0.00005
16 3501 0.00082 0.00183
16 3526 0.00083 0.00005
16 3551 0.00084 0.00004
16 3576 0.00079 0.00005
16 3601 0.00085 0.00006
16 3626 0.00068 0.00008
16 3651 0.00077 0.00005
16 3676 0.00081 0.00008
16 3701 0.00073 0.00004
16 3726 0.00083 0.00002
16 3751 0.00063 0.00006
16 3776 0.00087 0.00004
16 3801 0.00091 0.00003
16 3826 0.00092 0.00006
16 3851 0.00081 0.00004
16 3876 0.00091 0.00004
16 3901 0.00079 0.00004
16 3926 0.00088 0.00004
16 3951 0.00093 0.00003
16 3976 0.00094 0.00006
16 4001 0.00093 0.00004
16 4026 0.00096 0.00005
16 4051 0.00079 0.00004
16 4076 0.00087 0.00004
16 4101 0.00090 0.00010
16 4126 0.00097 0.00004
16 4151 0.00097 0.00004
16 4176 0.00094 0.00004
16 4201 0.00088 0.00004
16 4226 0.00081 0.00004
16 4251 0.00073 0.00008
16 4276 0.00103 0.00004
16 4301 0.00092 0.00006
16 4326 0.00088 0.00004
16 4351 0.00101 0.00005
16 4376 0.00096 0.00004
16 4401 0.00082 0.00004
16 4426 0.00097 0.00005
16 4451 0.00100 0.00223
16 4476 0.00095 0.00001
16 4501 0.00105 0.00005
16 4526 0.00106 0.00004
16 4551 0.00088 0.00003
16 4576 0.00103 0.00004
16 4601 0.00100 0.00004
16 4626 0.00108 0.00008
16 4651 0.00079 0.00005
16 4676 0.00104 0.00005
16 4701 0.00103 0.00006
16 4726 0.00106 0.00003
16 4751 0.00102 0.00007
16 4776 0.00111 0.00005
16 4801 0.00105 0.00008
16 4826 0.00114 0.00005
16 4851 0.00105 0.00005
16 4876 0.00088 0.00004
16 4901 0.00104 0.00004
16 4926 0.00115 0.00005
16 4951 0.00109 0.00004
16 4976 0.00111 0.00004
16 5001 0.00102 0.00004
16 5026 0.00101 0.00004
16 5051 0.00108 0.00006
16 5076 0.00092 0.00002
16 5101 0.00101 0.00008
16 5126 0.00107 0.00004
16 5151 0.00113 0.00005
16 5176 0.00104 0.00239
16 5201 0.00101 0.00004
16 5226 0.00090 0.00004
16 5251 0.00099 0.00004
16 5276 0.00112 0.00002
16 5301 0.00099 0.00004
16 5326 0.00100 0.00004
16 5351 0.00093 0.00004
16 5376 0.00084 0.00005
16 5401 0.00100 0.00003
16 5426 0.00108 0.00358
16 5451 0.00099 0.00004
16 5476 0.00093 0.00004
16 5501 0.00102 0.00004
16 5526 0.00115 0.00004
16 5551 0.00125 0.00004
16 5576 0.00129 0.00007
16 5601 0.00095 0.00002
16 5626 0.00090 0.00004
16 5651 0.00120 0.00004
16 5676 0.00114 0.00008
16 5701 0.00114 0.00004
16 5726 0.00133 0.00004
16 5751 0.00121 0.00272
16 5776 0.00119 0.00005
16 5801 0.00107 0.00005
16 5826 0.00119 0.00004
16 5851 0.00115 0.00004
16 5876 0.00101 0.00007
16 5901 0.00092 0.00004
16 5926 0.00124 0.00004
16 5951 0.00107 0.00005
16 5976 0.00092 0.00008
16 6001 0.00099 0.00003
16 6026 0.00127 0.00005
16 6051 0.00136 0.00002
16 6076 0.00128 0.00005
16 6101 0.00118 0.00007
16 6126 0.00104 0.00007
16 6151 0.00106 0.00005
16 6176 0.00097 0.00005
16 6201 0.00128 0.00008
16 6226 0.00129 0.00006
16 6251 0.00126 0.00004
16 6276 0.00129 0.00004
16 6301 0.00125 0.00004
16 6326 0.00132 0.00004
16 6351 0.00112 0.00005
16 6376 0.00129 0.00004
16 6401 0.00139 0.00004
16 6426 0.00122 0.00004
16 6451 0.00120 0.00005
16 6476 0.00131 0.00005
16 6501 0.00125 0.00004
16 6526 0.00129 0.00004
16 6551 0.00107 0.00004
16 6576 0.00117 0.00006
16 6601 0.00142 0.00004
16 6626 0.00128 0.00003
16 6651 0.00151 0.00004
16 6676 0.00146 0.00005
16 6701 0.00143 0.00005
16 6726 0.00135 0.00004
16 6751 0.00123 0.00004
16 6776 0.00110 0.00004
16 6801 0.00098 0.00005
16 6826 0.00116 0.00004
16 6851 0.00147 0.00004
16 6876 0.00135 0.00007
16 6901 0.00122 0.00004
16 6926 0.00113 0.00004
16 6951 0.00102 0.00004
16 6976 0.00147 0.00004
16 7001 0.00147 0.00002
16 7026 0.00131 0.00004
16 7051 0.00156 0.00005
16 7076 0.00115 0.00007
16 7101 0.00142 0.00004
16 7126 0.00157 0.00006
16 7151 0.00130 0.00004
16 7176 0.00128 0.00005
16 7201 0.00123 0.00007
16 7226 0.00144 0.00004
16 7251 0.00152 0.00004
16 7276 0.00112 0.00005
16 7301 0.00101 0.00232
16 7326 0.00156 0.00004
16 7351 0.00118 0.00005
16 7376 0.00106 0.00004
16 7401 0.00114 0.00007
16 7426 0.00115 0.00006
16 7451 0.00126 0.00006
16 7476 0.00109 0.00003
16 7501 0.00128 0.00004
16 7526 0.00156 0.00004
16 7551 0.00157 0.00008
16 7576 0.00137 0.00002
16 7601 0.00161 0.00004
16 7626 0.00155 0.00003
16 7651 0.00121 0.00004
16 7676 0.00113 0.00002
16 7701 0.00111 0.00004
16 7726 0.00121 0.00007
16 7751 0.00121 0.00004
16 7776 0.00131 0.00005
16 7801 0.00120 0.00004
16 7826 0.00166 0.00007
16 7851 0.00155 0.00006
16 7876 0.00130 0.00008
16 7901 0.00152 0.00010
16 7926 0.00154 0.00004
16 7951 0.00162 0.00004
16 7976 0.00139 0.00007
16 8001 0.00136 0.00004
16 8026 0.00125 0.00002
16 8051 0.00135 0.00004
16 8076 0.00136 0.00004
16 8101 0.00130 0.00003
16 8126 0.00173 0.00004
16 8151 0.00157 0.00004
16 8176 0.00127 0.00004
16 8201 0.00118 0.00004
16 8226 0.00129 0.00005
16 8251 0.00133 0.00004
16 8276 0.00117 0.00006
16 8301 0.00128 0.00004
16 8326 0.00151 0.00336
16 8351 0.00160 0.00005
16 8376 0.00118 0.00019
16 8401 0.00123 0.00004
16 8426 0.00116 0.00007
16 8451 0.00108 0.00008
16 8476 0.00101 0.00006
16 8501 0.00102 0.00004
16 8526 0.00163 0.00004
16 8551 0.00161 0.00004
16 8576 0.00138 0.00005
16 8601 0.00167 0.00005
16 8626 0.00156 0.00002
16 8651 0.00165 0.00004
16 8676 0.00147 0.00002
16 8701 0.00134 0.00004
16 8726 0.00120 0.00004
16 8751 0.00134 0.00005
16 8776 0.00132 0.00006
16 8801 0.00116 0.00078
16 8826 0.00126 0.00007
16 8851 0.00180 0.00004
16 8876 0.00168 0.00005
16 8901 0.00155 0.00005
16 8926 0.00126 0.00004
16 8951 0.00173 0.00004
16 8976 0.00168 0.00004
16 9001 0.00168 0.00372
16 9026 0.00162 0.00004
16 9051 0.00171 0.00007
16 9076 0.00142 0.00004
16 9101 0.00174 0.00004
16 9126 0.00157 0.00005
16 9151 0.00129 0.00007
16 9176 0.00113 0.00003
16 9201 0.00110 0.00007
16 9226 0.00120 0.00002
16 9251 0.00109 0.00004
16 9276 0.00177 0.00004
16 9301 0.00129 0.00005
16 9326 0.00156 0.00004
16 9351 0.00166 0.00008
16 9376 0.00146 0.00004
16 9401 0.00172 0.00008
16 9426 0.00176 0.00004
16 9451 0.00142 0.00006
16 9476 0.00141 0.00007
16 9501 0.00150 0.00005
16 9526 0.00133 0.00004
16 9551 0.00128 0.00004
16 9576 0.00123 0.00004
16 9601 0.00115 0.00004
16 9626 0.00112 0.00004
16 9651 0.00112 0.00004
16 9676 0.00121 0.00005
16 9701 0.00142 0.00005
16 9726 0.00131 0.00004
16 9751 0.00139 0.00004
16 9776 0.00190 0.00006
16 9801 0.00181 0.00004
16 9826 0.00183 0.00004
16 9851 0.00151 0.00004
16 9876 0.00178 0.00004
16 9901 0.00187 0.00004
16 9926 0.00154 0.00006
16 9951 0.00139 0.00004
16 9976 0.00119 0.00004
32 1 0.00000 0.00005
32 26 0.00000 0.00002
32 51 0.00001 0.00006
32 76 0.00001 0.00001
32 101 0.00001 0.00002
32 126 0.00002 0.00002
32 151 0.00002 0.02597
32 176 0.00003 0.00005
32 201 0.00003 0.00010
32 226 0.00003 0.00002
32 251 0.00004 0.00002
32 276 0.00005 0.00013
32 301 0.00004 0.00002
32 326 0.00005 0.00002
32 351 0.00005 0.00002
32 376 0.00005 0.00015
32 401 0.00005 0.00001
32 426 0.00005 0.00002
32 451 0.00006 0.00018
32 476 0.00007 0.00018
32 501 0.00007 0.00002
32 526 0.00007 0.00019
32 551 0.00011 0.00003
32 576 0.00010 0.00003
32 601 0.00008 0.00002
32 626 0.00007 0.00002
32 651 0.00009 0.00002
32 676 0.00008 0.00002
32 701 0.00012 0.02366
32 726 0.00008 0.00001
32 751 0.00011 0.00002
32 776 0.00009 0.00002
32 801 0.00011 0.00002
32 826 0.00011 0.02083
32 851 0.00011 0.00002
32 876 0.00012 0.00002
32 901 0.00012 0.00002
32 926 0.00013 0.00001
32 951 0.00014 0.00036
32 976 0.00014 0.00007
32 1001 0.00014 0.00035
32 1026 0.00015 0.00001
32 1051 0.00024 0.01622
32 1076 0.00013 0.00002
32 1101 0.00013 0.02422
32 1126 0.00015 0.00037
32 1151 0.00022 0.00009
32 1176 0.00017 0.02279
32 1201 0.00018 0.00109
32 1226 0.00014 0.00002
32 1251 0.00018 0.02374
32 1276 0.00018 0.00001
32 1301 0.00019 0.00043
32 1326 0.00019 0.00002
32 1351 0.00019 0.00001
32 1376 0.00015 0.00002
32 1401 0.00020 0.00047
32 1426 0.00020 0.00003
32 1451 0.00021 0.00001
32 1476 0.00019 0.00002
32 1501 0.00021 0.00002
32 1526 0.00022 0.00001
32 1551 0.00019 0.00001
32 1576 0.00019 0.00002
32 1601 0.00022 0.00002
32 1626 0.00018 0.00001
32 1651 0.00022 0.00002
32 1676 0.00026 0.00002
32 1701 0.00025 0.00002
32 1726 0.00020 0.00254
32 1751 0.00029 0.00002
32 1776 0.00025 0.01619
32 1801 0.00027 0.00002
32 1826 0.00026 0.01270
32 1851 0.00027 0.00062
32 1876 0.00028 0.00344
32 1901 0.00027 0.00682
32 1926 0.00023 0.00003
32 1951 0.00023 0.00002
32 1976 0.00023 0.00002
32 2001 0.00028 0.00001
32 2026 0.00028 0.00002
32 2051 0.00024 0.00001
32 2076 0.00029 0.00001
32 2101 0.00031 0.00002
32 2126 0.00027 0.00002
32 2151 0.00034 0.00001
32 2176 0.00029 0.00002
32 2201 0.00030 0.01954
32 2226 0.00034 0.00002
32 2251 0.00034 0.00002
32 2276 0.00035 0.00220
32 2301 0.00043 0.00002
32 2326 0.00053 0.02288
32 2351 0.00036 0.00002
32 2376 0.00038 0.00002
32 2401 0.00038 0.00639
32 2426 0.00039 0.00002
32 2451 0.00046 0.00103
32 2476 0.00042 0.00002
32 2501 0.00047 0.00002
32 2526 0.00048 0.00113
32 2551 0.00047 0.00002
32 2576 0.00047 0.00002
32 2601 0.00047 0.00002
32 2626 0.00042 0.00002
32 2651 0.00051 0.00002
32 2676 0.00041 0.02174
32 2701 0.00042 0.00002
32 2726 0.00043 0.00152
32 2751 0.00052 0.00467
32 2776 0.00044 0.00001
32 2801 0.00043 0.00002
32 2826 0.00054 0.00002
32 2851 0.00054 0.00004
32 2876 0.00045 0.00002
32 2901 0.00050 0.00001
32 2926 0.00059 0.01924
32 2951 0.00046 0.00001
32 2976 0.00047 0.00001
32 3001 0.00048 0.00001
32 3026 0.00057 0.00001
32 3051 0.00049 0.02096
32 3076 0.00050 0.00002
32 3101 0.00050 0.00001
32 3126 0.00059 0.00264
32 3151 0.00059 0.00617
32 3176 0.00049 0.00846
32 3201 0.00061 0.00079
32 3226 0.00061 0.01234
32 3251 0.00053 0.00072
32 3276 0.00062 0.01109
32 3301 0.00063 0.00002
32 3326 0.00062 0.00002
32 3351 0.00061 0.00003
32 3376 0.00063 0.00001
32 3401 0.00063 0.00002
